created_at,update_at,is_active,title,gtype,entity,external_link,rtype_id,summary,classification_id
12/12/2024,12/12/2024,True,ACUERDO 0591 DE 2024.pdf,link,Concejo de Cali,https://www.concejodecali.gov.co/loader.php?lServicio=Tools2&lTipo=descargas&lFuncion=descargar&idFile=32862,13,"Por el cual se expide el Presupuesto General de Rentas, Recursos de Capital y apropiaciones para gastos del Distrito de Santiago de Cali, para la vigencia fiscal comprendida entre el 1 de Enero y el 31 de Diciembre del año 2025",18
